SentenceID,CodeSwitchedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,TranslatedSentence,AddedWordList
685,欢迎 短信 联系 我 pn-7 请 注明 想 租 heights 。,[9_10],[4_10],欢迎 短信 联系 我 pn-7 请 注明 想 租海慈小区。,
686,卖 bus token ， $ 1 .,[1_2_3_4_5_6],[3_4_6],卖 公交币 ， $ 1.,[1]
688,还 可以 送 bus pass,[3_4],,离 学校 很 近 ， 有 公交卡。,
689,house 三 层 ， 三 卧室 ， 独立 卫生间 ， 短 租 一 楼 楼 卧室 。,[0],[3_6_9_16],房子三 层 ， 三 卧室 ， 独立 卫生间 ， 短 租 一 楼 楼 卧室 。,
690,二 楼 living room （ 带 一 个 卫生间 ） ， kitchen ， dining room 。,[2_3_4_11_12_13_14_15],[4_9_10_12_15],二 楼客厅（ 带 一 个 卫生间 ） ， 厨房，餐厅。,
691,garden 的 parking 是 不 限 车辆 数量 全 免费 ， 如果 举行 party ， 客人 来访 ， 非常 方便 ） 。,[0_2_13_14],[10_14_17_20_21],花园 的 停车是 不 限 车辆 数量 全 免费 ， 如果 举行 派对， 客人 来访 ， 非常 方便 ） 。,
692,该 公寓 距离 r ， rc ， rp 公交 站 非常 近 ， 走路 1-2 分钟 。,[3_4_5_6_7_14],[4_6_12_16],该 公寓 距离 r ， rc ， rp 公交 站 非常 近 ， 走路 1-2 分钟 。,
693,full size 床 + 大 书桌 ！,[0_1],[3_6],单人床 + 大 书桌 ！,
694,我 住 imperial towers 两 室 一 厅 。,[2_3],[8],我 住 皇家塔室 一 厅 。,
695,小区 环境 很 好 ， 后面 是 state college 高中 ， 晚上 可以 去 操场 上 跑步 散步 。,[7_8],[4_10_18],小区 环境 很 好 ， 后面是斯泰特克里奇 高中 ， 晚上 可以 去 操场 上 跑步 散步 。,
696,新 lease 从 8 .,[1],[4],新 租房合同 从 8.,[8]
697,一 层 是 living room+kichen ；,[3_4_5],[5],一 层 是 客厅+厨房 ；,
698,另外 一 个 是 个 女生 ， 需要 和 她 share 一 个 卫生间 。,[10],[6_14],另外 一 个 是 个 女生 ， 需要 和 她 共用 个 卫生间 。,
699,update : 小 暖气 、 小 桌子 、 椅子 、 落地 灯 已 出 欢迎 询问 其他 ， 家具 都 非常 新 ， 性价比 高 ， 基本 都 半价 及 半价 以下 出售 。,[0_1],[1_4_7_9_17_22_25_33],更新 : 小 暖气 、 小 桌子 、 椅子 、 落地 灯 已 出 欢迎 询问 其他 ， 家具 都 非常 新 ， 性价比 高 ， 基本 都 半价 及 半价 以下 出售 。,
700,group lease 可以 优惠 。,[0_1],[4],组团租房合同可以 优惠 。,
701,已经 有 一 位 可以 加入 group lease .,[6_7_8],[8],已经 有 一 位 可以 加入 组团租房合同.,
702,毕业 出售 ， 人 在 heights 。,[5_6],[2_6],毕业 出售 ， 人 在海慈小区 。,
703,可以 来 heights 自 提货 。,[2],[5],可以 来 海慈小区自 提货 。,
704,fully furnished studio ， 基本 家具 都 用 ， 水电 网络 电视 cable + 日常 维修 等等 全 包 。,[0_1_2_3_12_13],[3_8_13_19],全家具单人间 ， 基本 家具 都 用 ， 水电 网络 电视 线缆 + 日常 维修 等等 全 包 。,
705,洗衣 房 在 同 一 幢 building 里面 ， $ 1 .,[6],[8_9_11],洗衣 房 在 同 一 幢 楼 里面 ， $ 1.,[1]
706,送 brother 无线 打印机 一 台 。,[1],[6],送 兄弟 无线 打印机 一 台 。,
707,小区 环境 非常 好 ， 楼 与 搂 之间 间隔 很 大 ， 离 健身 中心 ymca 走路 几 分钟 。,[16],[4_12_20],小区 环境 非常 好 ， 楼 与 搂 之间 间隔 很 大 ， 离 健身 中心健身房 走路 几 分钟 。,
708,有 没 有 人 转让 bus pass ， 一 个 月 或 两 个 月 的 。,[5_6_7],[7_16],有 没 有 人 转让 公交卡 ， 一 个 月 或 两 个 月 的 。,
709,房间 很 大 ， 床 是 queen size 。,[6_7_8],[3_8],房间 很 大 ， 床 是 一米五宽的床,
710,full size 床 + 大 书桌 ！,[0_1],[3_6],单人 床 + 大 书桌 ！,
711,水电 网 空调 暖气 全 包 ， 带 bus pass 。,[8_9_10],[6_10],水电 网 空调 暖气 全 包 ， 带 公交卡。,
712,png 联系 方式 ： em@22,[0],[3_4],png 联系 方式 ： em@22,
713,两 间 房 share 一 个 洗手间 ， 四 人 share 厨房 和 公共 空间 。,[3_10],[7_15],两 间 房 共用一 个 洗手间 ， 四 人共用厨房 和 公共 空间 。,
714,我 的 lease 到 8 .,[2],[5],我的租房合同到8.,[8]
715,非常 感谢 ， eileen .,[3_4],[2_4],非常感谢，爱莲,
716,不 需要 签 麻烦 的 lease ， 拎包 入住 ！,[5_6],[6_9],不 需要 签 麻烦 的 租房合同 ， 拎包 入住 ！,
717,以及 是 house ， 不 是 公寓 ， 不 是 公寓 ， 不 是 公寓 。,[2_3],[3_7_11_15],以及 是 独栋房子， 不 是 公寓 ， 不 是 公寓 ， 不 是 公寓 。,
718,邻居 非常 nice .,[2_3],[3],邻居 非常 友好。,
719,有意 租房 请 站 内 联系 或者 email : em@23,[7_8_9],[8_9],有意 租房 请 站 内 联系 em@24,
720,房子 及 小区 概况 请 点击 头像 看 picture .,[8_9],[9],房子 及 小区 概况 请 点击 头像 看 图片,
721,小区 及 房子 概况 请 点击 头像 看 picture .,[8_9],[9],小区 及房子概况 请 点击 头像 看 图片,
722,本 房 较 新 ， 位 于 三 楼 ， 是 四 人间 apartment 其中 一 间 。,[13],[4_9_17],本 房 较 新 ， 位 于 三 楼 ， 是 四人间公寓的 其中 一 间 。,
723,$485 / 月 ， 水电 暖 网 cable 等等 都 包括 在 里面 ， 非常 省心 。,[0_1_7],[1_3_13_16],$485 / 月 ， 水电 暖 网 线缆 等等 都 包括 在 里面 ， 非常 省心 。,
724,$275 / 年 的 activity fee3 .,[0_1_4_5_6],[1_6],$275 / 年 的 活动费3.,[fee3]
725,如果 您 有心 想 签 这个 lease ， 可以 联系 我 em@25,[6_7],[7_11],如果 您 有心 想 签 这个 租房合同 ， 可以 联系 我 em@25,
726,html 价钱 可 议 有意 请 联系 ： em@26,[0],[7_8],超文本标记语言 价钱 可 议 有意 请 联系 ： em@26,
727,你 是 不 是 还在 为 summer 找 不 到 房子 而 发愁 ？,[6],[13],你 是 不 是 还在 为暑期 找 不 到 房子 而 发愁 ？,
728,交通 便利 ， 出门 就 是 r ， rp ， rc 等 公交 路线 ， 平均 大概 十 分钟 一 趟 。,[6_7_8_9_10],[2_7_9_14_21],交通 便利 ， 出门 就 是 r ， rp ， rc 等 公交 路线 ， 平均 大概 十 分钟 一 趟 。,
730,还有 club house ！,[1_2_3],[3],还有 活动室！,
731,小区 对面 有 个 公园 ， 可 烧烤 、 打 网球 、 playground 。,[12_13],[5_8_11_13],小区 对面 有 个 公园 ， 可 烧烤 、 打 网球 、 操场。,
732,本人 男 phd 。,[2_3],[3],本人 男博士生。,
733,beech 房子 ， 带 独立 卫生间 ， 家具 齐全 ， 拎包 入住 。,[0],[2_6_9_12],海滩小区 房子 ， 带 独立 卫生间 ， 家具 齐全 ， 拎包 入住 。,
734,位置 ： copper beech,[2_3],[1],位置 ： 库帕海滩小区,
735,group lease 可以 优惠 。,[0_1],[4],组团租房合同 可以 优惠 。,
736,去 做 inspection 的 时候 ， 记得 说 明白 ， 是 做 mechanical inspection ， 不 是 安全 和 尾气 检查,[2_12_13_14],[5_9_14],去 做 检查 的 时候 ， 记得 说 明白 ， 是 做机械检查， 不 是 安全 和 尾气 检查,
737,我 可以 cover,[2],,我 可以给,
738,你 需要 的 所有 超市 都 在 bus 线上 。,[7],[9],你 需要 的 所有 超市 都 在 公交 线上 。,
739,有 阳台 采光 充足 床 都 是 queen size,[7_8],,有 阳台 采光 充足 床 都 是 一米五宽的床,
740,office 人 很 好 。,[0],[4],办公室 人 很 好 。,
741,office 人 很 好 。,[0],[4],办公室 人 很 好 。,
742,the pointe 四 人间 其中 的 一 间 ， 独立 卫浴 ， 非常 隐私 。,[0_1],[8_11_14],破音特小区 四 人间 其中 的 一 间 ， 独立 卫浴 ， 非常 隐私 。,
743,包 水电 暖 以及 bus pass 。,[4_5_6],[6],包 水电 暖 以及 公交卡,
744,包 水电 暖 以及 bus pass 。,[4_5_6],[6],包 水电 暖 以及 公交卡,
745,一 个 fall bathroom ;,[2_3_4],[4],一 个带浴缸的卫生间,
746,一 个 half bathroom ;,[2_3_4],[4],一个不带浴缸的卫生间,
747,除草 概 不 需要 负责 （ 有 大量 后院 ， 若 有 兴趣 也 可以 种植 蔬菜 水果 ） 周围 居民 环境 ： 左右 居 为 美国 白人 ， penn state 的 工作 人员 ；,[29_30],[5_9_18_22_28_34],除草 概 不 需要 负责 （ 有 大量 后院 ， 若 有 兴趣 也 可以 种植 蔬菜 水果 ） 周围 居民 环境 ： 左右 居 为 美国 白人 ，宾州州立大学 的 工作 人员 ；,
748,非常 nice ；,[1_2],[2],非常好,
749,我 在 做 一 个 project 需要 interview 一 个 interpreter 。,[5_7_10_11],[11],我 在 做 一 个项目需要 采访 一个 翻译,
750,非常 感谢 email ： em@27,[2_3_4],[3_4],非常 感谢 邮箱 ： em@27,
751,beech 房子 ， 带 独立 卫生间 ， 拎包 入住 。,[0],[2_6_9],海滩小区 房子 ， 带 独立 卫生间 ， 拎包 入住 。,
752,位置 ： copper,[2],[1],位置 ：库帕海滩小区,
753,出售 genesis 一 辆 。,[1],[4],出售吉尼斯一 辆 。,
754,房间 内 包含 queen size 床 ， 所有 必须 家电 ， 厨房 。,[3_4],[6_10_12],房间 内 包含一米五宽的床 床 ， 所有 必须 家电 ， 厨房 。,
755,小区 后面 一 墙 之 隔 就是 本地 重点 high school 。,[9_10_11],[11],小区 后面 一 墙 之 隔 就是 本地 重点 高中。,
756,小区 介绍 ： park forest apartment 是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 。,[3_4_5],[2_13_19_22_24_26_28_33_36],小区 介绍 ： 帕克森林小区是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 。,
757,宠物 ： park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区 ， 这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生 。,[2_3_4_11_12_20_21],[1_15_28],宠物 ： 帕克森里小区是 村里 为数 不 多 的 允许宠物 的 小区 ， 这里 住 着 很多 宾州州立 有 爱心 爱 动物 的 研究生 。,
758,可以 email 联系 ： em@28,[1],[3_4],可以 邮箱 联系 ： em@28,
759,email 联系 。,[0],[2],邮件联系,
760,公路 车 preferred,[2],,公路 车 最好,
761,位置 ： copper beech,[2_3],[1],位置 ：库帕海滩小区,
762,无 事故 记录 （ clean title ， 可 提供 vin 报告 ） ！,[4_5_6_9],[3_6_11_12],无 事故 记录 （ 无拖车专卖记录 ， 可 提供车辆识别码 报告 ） ！,
763,目前 住 有 两 名 访问 学者 ( 男生 ) ， 人 都 很 nice ， 安静 。,[14_15],[7_9_10_15_17],目前 住 有 两 名 访问 学者 ( 男生 ) ， 人 都 很 好， 安静 。,
764,转让 ride pass ( 2017 .,[1_2_3_4_5],[3_5],转让 搭车卡( 2017.,[2017]
765,当然 ， 我 特意 说 了 挡住 student id 上 的 号码,[7_8],[1],当然 ， 我 特意 说 了 挡住 学生证上 的 号码,
766,小区 介绍 ： park forest apartment 是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 。,[3_4_5],[2_13_19_22_24_26_28_33_36],小区 介绍 ：帕克森里小区 是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 。,
767,宠物 ： park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区 ， 这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生 。,[2_3_4_11_12_20_21],[1_15_28],宠物 ： 帕克森里小区是 村里 为数 不 多 的 允许宠物 的 小区 ， 这里 住 着 很多 宾州州立 有 爱心 爱 动物 的 研究生 。,
768,我 是 第一 车主 ， 车 还 在 warranty 期内 。,[8],[4_10],我 是 第一 车主 ， 车 还 在担保 期内 。,
769,小区 后面 一 墙 之 隔 就是 本地 重点 high school 。,[9_10_11],[11],小区 后面 一 墙 之 隔 就是 本地 重点 高中。,
770,the park 的 所有 公寓 都 是 full furnished ， 所有 家具 家电 齐全 并且 不 需要 额外 支付 上网 费用 。,[0_1_7_8_9],[9_21],帕克小区 的 所有 公寓 都 是 全家具的， 所有 家具 家电 齐全 并且 不 需要 额外 支付 上网 费用 。,
771,也 可以 多 走 几 分钟 到 对面 坐 w ， we 或者 走到 shell 旁边 坐 v 。,[9_10_11_14_17_18],[10_18],也 可以 多 走 几 分钟 到 对面 坐 w ， we 或者 走到 shell 旁边 坐 v 。,
772,本人 今年 夏天 毕业 所以 去年 签 的 lease 就 没法 用 了 。,[8],[13],本人 今年 夏天 毕业 所以 去年 签 的 租房合同 就 没法 用 了 。,
773,如果 需要 换 房间 ， 楼层 ， 以及 building ， the park 都 是 可以 帮忙 安排 的 。,[8_9_10_11],[4_6_9_18],如果 需要 换 房间 ， 楼层 ， 以及 帕克小区，楼房都 是 可以 帮忙 安排 的 。,
774,如果 是 真的 有 诚意 从 今年 八月 到 明年 八月 都 take 这个 lease ， 我 可以 考虑 适当 的 降价 。,[12_14_15],[15_22],如果 是 真的 有 诚意 从 今年 八月 到 明年 八月 都签 这个 租房合同， 我 可以 考虑 适当 的 降价 。,
775,水电 网 空调 暖气 全 包 ， 带 bus pass 。,[8_9_10],[6_10],水电 网 空调 暖气 全 包 ， 带 公交卡。,
776,另外 有 大 的 backyard 。,[4_5],[5],另外 有 大 的后院。,
777,本人 假期 回国 ， 特此 短 租 the pointe 房间 。,[7_8],[3_10],本人 假期 回国 ， 特此 短 租 破音特小区 房间 。,
778,apartment 小区 是 距离 penn state,[0_4_5],,公寓小区 是 距离 宾州州立,
779,小区 附近 生活 休闲 设施 很 集中 ， 生活 和 上班 都 很 方便 ， 属于 state college 性价比 很 高 的 小区 之一 。,[16_17],[7_14_24],小区 附近 生活 休闲 设施 很 集中 ， 生活 和 上班 都 很 方便 ， 属于斯泰特了力气性价比 很 高 的 小区 之一 。,
780,去 boston 了 ？,[1],[3],去 波士顿？,
781,请 email em@29,[1_2],[2],em@30,
782,full size 床 + 大 书桌 ！,[0_1],[3_6],单人床 + 大 书桌 ！,
783,家 附近 有 公交 v ， ve 和 vn 。,[4_5_6_8_9],[5_9],家 附近 有 公交 v ， ve 和 vn 。,
784,房子 后面 有 个 deck ， 夏天 可以 烧烤 。,[4_5],[5_9],房子 后面 有 个 露天台 ， 夏天 可以 烧烤 。,
785,我 也 想 找 fall 一 个 学期 的,[4],,我 也 想 找秋季 一 个 学期 的,
786,imperial towers 的 评价 是 村里 数一数二 的 好 。,[0_1],[9],皇家塔 的 评价 是 村里 数一数二 的 好 。,
787,觉得 可以 做 下 greyhound ， 还 能 看看 沿途 风景 。,[4_5],[5_11],觉得 可以 做 下灰狗， 还 能 看看 沿途 风景 。,
788,客厅 有 电视 ， 是 expended cable ，,[5_6_7],[3_7],客厅 有 电视 ， 是 已付款线缆,
789,我 给 lion's gate 和 executive house 打 电话 ， 基本 都 没有 1-bedroom 了 。,[3_5_6_13],[9_15],我 给 狮子们小区 和 行政楼 打 电话 ， 基本 都 没有 单人间了 。,
790,小区 介绍 ： park forest apartment 是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 ， 非常 适合 一 家 人 入住 。,[3_4_5],[2_13_19_22_24_26_28_33_36_43],小区 介绍 ： 帕克森林小区是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 ， 非常 适合 一 家 人 入住 。,
791,宠物 ： park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区 ， 这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生 。,[2_3_4_11_12_20_21],[1_15_28],宠物 ：帕克森林小区 是 村里 为数 不 多 的 允许宠物 的 小区 ， 这里 住 着 很多 宾州州立有 爱心 爱 动物 的 研究生 。,
792,小区 安静 ， 无 party ， 十分 安全 。,[4_5],[2_5_8],小区 安静 ， 无 派对 ， 十分 安全 。,
793,full size 床 + 大 书桌 ！,[0_1],[3_6],单人床 + 大 书桌 ！,
794,请 问 hershey medical center 附近 哪里 有 修 自行车 的 地方 。,[2_3_4],[12],请 问 好时药房 附近 哪里 有 修 自行车 的 地方 。,
795,尽可能 近 一些 ， 因为 我 没有 car 。,[7_8],[3_8],尽可能 近 一些 ， 因为 我 没有 车。,
796,一般 来 说 moderate accident 以上 的 就是 比较 严重 的 了 。,[3_4],[12],一般 来 说 中等事故 以上 的 就是 比较 严重 的 了 。,
798,forest apartment 小区 是 state,[0_1_4],,森林公寓 小区 是 州,
799,garden 的 parking 是 不 限 车辆 数量 全 免费 ， 如果 举行 party ， 客人 来访 ， 非常 方便 ） 。,[0_2_13_14],[10_14_17_20_21],公园的停车 是 不 限 车辆 数量 全 免费 ， 如果 举行 派对 ， 客人 来访 ， 非常 方便 ） 。,
800,小区 介绍 ： park forest apartment 是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 ， 非常 适合 一 家 人 入住 。,[3_4_5],[2_13_19_22_24_26_28_33_36_43],小区 介绍 ：帕克森林小区 是 村里 性价比 极 高 的 小区 ， 尤其 一 室 一 厅 （ 包括 卧室 ， 客厅 ， 洗手间 ， 厨房 ） 很 难 租 到 ， 很 抢手 ， 非常 适合 一 家 人 入住 。,
801,宠物 ： park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区 ， 这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生 。,[2_3_4_11_12_20_21],[1_15_28],宠物 ：帕克森林小区 是 村里 为数 不 多 的 允许宠物 的 小区 ， 这里 住 着 很多 宾州州立有 爱心 爱 动物 的 研究生 。,
802,有意 请 联系 pn-8 text preferred,[4_5],[3],有意 请 联系 pn-8 最好发短信,
803,有意 帮 付$450 security deposit,[3_4],,有意 帮 付$450 保证金,
804,走路 去 学校 15-18 min ， 然后 坐 校园 环线 可 方便 到达 校园 任何 地方 。,[3_4_5],[5_16],走路 去 学校 15-18 分 ， 然后 坐 校园 环线 可 方便 到达 校园 任何 地方 。,
805,小区 后面 一 墙 之 隔 就是 本地 重点 high school 。,[9_10_11],[11],小区 后面 一 墙 之 隔 就是 本地 重点 高中。,
806,房租 不 包含 网 ， 电 ， 保险 ， 和 gas 。,[10_11],[4_6_8_11],房租 不 包含 网 ， 电 ， 保险 ， 和 气费。,
807,如果 能够 帮忙 一起 开车 ， 当然 是 最好 不过 啦 < span > < / span >,[12_13_14_15_16_17],[5_11_13_14_15_17],如果 能够 帮忙 一起 开车 ， 当然 是 最好 不过 啦 > < / >,
