SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
CMU_1747,要 回国 了 ， 出售 一些 闲置 和 带 不 走 的 家具 ， 一直 在 更新 全部 在 我 的 google doc 里面 ， 而且 都 标 了 具体 价格 .,要 回国 了 ， 出售 一些 闲置 和 带 不 走 的 家具 ， 一直 在 更新 全部 在 我 的 谷歌 文档 里面 ， 而且 都 标 了 具体 价格 。,[],[21_22],[21_22],[3_13_24_31],[3_13_24_31]
CMU_1764,家 住 squirrel hill ， beacon 和,家 住 松鼠山 ， 贝 肯 街 和,[],[2_3_4_5],[2_3_4_5_6],[4],[3]
CMU_1784,请 详见 excel 列表 .,请 详见 表格 列表 。,[],[2],[2],[4],[4]
CMU_1785,pdf 所有 东西 7/31 可取 ， 有意 请 邮件 至 em@127,pdf 文件 所有 东西 7/31 可取 ， 有意 请 邮件 至 em@127,[pdf],[0],[0_1],[5_10],[4_6_11]
CMU_1809,我 的 车 是 audi a64 .,我的车 是 奥迪 a 64 。,[a],[4_5_6],[0_2_3_4_5],[6],[5]
CMU_1811,( alex ) 谢谢 ～,埃雷克斯 谢谢 ～,[],[0_1_2],[0],[0_2_4],[2]
CMU_1812,bose 的 音质 不 必 多 说 ， 我 保护 的 也 非常 好 ， 原装 配件 都 齐全 ， 跟 全新 的 一 样 联系 方式 ： em@132,耳机 名称 的 音质 不 必 多 说 ， 我 保护 的 也 非常 好 ， 原装 配件 都 齐全 ， 跟 全新 的 一 样 联系 方式 ： em@132,[],[0],[0_1],[7_14_19_27_28],[8_15_20_28_29]
CMU_1813,月底 搬出 pittsburgh ， 一 大 推 家具 要 卖 。,月底 搬出 匹兹堡 ， 一 大 推 家具 要 卖 。,[],[2_3],[2_3],[3_10],[3_10]
CMU_1815,bose 的 舒适 和 音效 是 可靠 的 。,耳机 名称 的 舒适 和 音效 是 可靠 的 。,[],[0],[0_1],[8],[9]
CMU_1819,求 书桌 最 好 小 一点 的 ， 另 求 饭桌 ， squirrel hall 一带 ， 。,求 书桌 最 好 小 一点 的 ， 另 求 饭桌 ， 松鼠山 一 带 ， 。,[],[12_13],[12_13_14_15_16],[7_11_15_16],[7_11_15_16]
CMU_1822,欢迎 来看 联系 方式 ： hao tang 唐 好,欢迎 来看 联系 方式 ： 人名,[],[5_6],[5],[4],[4]
CMU_1834,还有 allure 以及 vogue 等 杂志 ， 继续 免费 赠送 ！,还有 诱惑力 以及 时尚 杂志 等 杂志 ， 继续 免费 赠送 ！,[],[1_3],[1_3],[6_10],[7_11]
CMU_1844,租车 ， suv 优先 ， 不 行 轿车 。,租车 ， 吉普 优先 ， 不 行 轿车 。,[],[2],[2],[1_4_8],[1_4_8]
CMU_1849,由于 突然 要 去 英国 读书 ， 想 转让 一 条 att 的 线 。,由于 突然 要 去 英国 读书 ， 想 转让 一 条 通讯 公司 的 线 。,[],[11],[11_12],[6_14],[6_15]
CMU_1859,我 原价 在 macy 买 的 $140 。,我 原价 在 梅西 百货 买 的 $140 。,[],[3],[3_4],[7],[7_8]
CMU_1861,地点 在 squirrel hill 。,地点 在 松鼠山 。,[],[2_3_4],[2_3],[4],[3]
CMU_1864,吸尘器 ， 年 初 amazon 购买 ， 51 .,吸尘器 ， 年初 亚马逊 购买 ， 51 。,[],[4],[2_3_6_7],[1_6_8],[1_5_7]
CMU_1876,以下 是 职位 信息 ： the kurt j .,以下 是 职位 信息 ： 库尔特 。,[],[5_6_7_8],[5_6],[4_8],[4_6]
CMU_1880,可以 在 美国 合法 工作 ， 公司 可以 办理 opt 或 cpt 。,可以 在 美国 合法 工作 ， 公司 可以 办理 工作 签证 或 工作 签证 。,[],[9_11_12],[10_13_14],[5_12],[5_14]
CMU_1882,希望 能 有 suv 车 ， 因为 回国 行李 比较 多 。,希望 能 有 吉普车 ， 因为 回国 行李 比较 多 。,[],[3],[3_4],[5_11],[4_10]
CMU_1899,公司 可 办理 opt 或 cpt 。,可以 在 美国 合法 工作 ， 公司 可以 办理 工作 签证 或 工作 签证 。,[],[3_5_6],[0_1_2_3_4_5_7_9_10_12_13_14],[6],[5_14]
CMU_1903,可以 在 美国 合法 工作 ， 公司 可以 办理 opt 或 cpt ;,可以 在 美国 合法 工作 ， 公司 可以 办理 工作 签证 或 工作 签证 。,[],[9_11_12],[10_13_14],[5_12],[5_14]
CMU_1908,cpc 是 由 微软 举办 的 ， 由 美加 高校 学生 参加 的 智力 解密 大赛 。,校园 解密 挑战 是 由 微软 举办 的 ， 由 美加 高校 学生 参加 的 智力 解密 大赛 。,[],[0],[0_2],[6_16],[8_18]
CMU_1910,途中 会 经过 columbus ， indianapolis .,途中 会 经过 哥伦布 ， 印第安纳 。,[],[3_4_5_6],[3_4_5_6],[4_6],[4_6]
CMU_1911,att family plan 还有 同学 想 一起 办 吗 ？,家庭 套餐 还有 同学 想 一起 办 吗 ？,[],[0_1_2],[0_1],[9],[8]
PIT_0,全新 的 baby safety mirror ， 可以 看到 坐在 rear face seat 上 小孩 的 情况 ， $5 。,全新 的 儿童 安全 镜 ， 可以 看到 坐在 儿童 安全 座椅 上 小孩 的 情况 ， $5 。,[],[2_3_4_5_9_10_11],[2_3_4_5_9_10_11],[5_16_18],[5_16_17_18]
PIT_1,床头 桌 night stand$10,床头 桌 床头柜 $ 10,[],[2_3],[2_3_4],,[3]
PIT_2,小 蜡烛 一 盒 a box of little candles$2,小 蜡烛 一 盒 一 小盒 蜡烛 $ 2,[],[4_5_6_7_8],[5_8],,[7]
PIT_3,三 个 帽子 three hats$5 in total,三 个 帽子 三 个 帽子 总共 $ 5,[],[3_4_5_6],[6_7_8],,[7]
PIT_4,全程 dealer 保养 ， 没 出 过 任何 毛病 ， 非常 省 油 省心 。,全程 卖家 保养 ， 没 出 过 任何 毛病 ， 非常 省 油 省心 。,[],[1],[1],[3_9_14],[3_9_14]
PIT_9,求 一 张 成色 比较 新 的 queen size 的 木头 床 。,求 一 张 成色 比较 新 的 大号 的 木头 床 。,[],[7_8],[7],[12],[11]
PIT_11,坐 几 站 bus 就 能 到 giant eagle ；,坐 几 站 公交 就 能 到 大老鹰 ；,[],[3_7_8_9],[3_7_8],[9],[8]
PIT_14,hello ~ 下面 先 列 个 列表 ， 包括 物品 、 价格 、 赠品 。,嘿 ~ 下面 先 列 个 列表 ， 包括 物品 、 价格 、 赠品 。,[],[0_1],[0_1],[1_7_10_12_14],[1_7_10_12_14]
PIT_21,blender ： 原价 $ 39 .,搅拌机 ： 原价 $ 39 。,[],[0_1],[0_1_4_5],[1_3_5],[1_3_5]
PIT_24,出 闲置 ， 有 兴趣 请 email 联系,出 闲置 ， 有 兴趣 请 电子 邮件 联系,[],[6],[6_7],[2],[2]
PIT_25,车子 状况 非常 好 ， clean title ， 无 事故 ， 省心 省 油 。,车子 状况 非常 好 ， 干净 标题 ， 无 事故 ， 省心 省 油 。,[],[5_6_7],[5_6_7],[4_7_10_14],[4_7_10_14]
PIT_26,红色 ， 第一 任 车主 ， clean title ， 基本 配置 。,红色 ， 第一 任 车主 ， 干净 标题 ， 基本 配置 。,[],[6_7_8],[6_7_8],[1_5_8_11],[1_5_8_11]
PIT_31,一 张 work bench ;,一 张 工作台 ;,[],[2_3_4],[2_3],[4],[3]
PIT_35,没有 任何 故障 ， 车辆 非常 省心 ， 非常 reliable 。,没有 任何 故障 ， 车辆 非常 省心 ， 非常 可靠 。,[],[9_10],[9_10],[3_7_10],[3_7_10]
PIT_36,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 family plan 。,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 家庭 套餐 。,[],[14_15_16],[14_15_16],[2_7_16],[2_7_16]
PIT_39,clean title ， 随时 可 交 车,干净 标题 ， 随时 可 交 车,[],[0_1_2],[0_1_2],[2],[2]
PIT_40,微波炉 搬家 sale,搬家 出售 微波炉,[],[2],[1],,
PIT_41,无线 激光 打印机 brother 牌子 可以 复印 ， 扫描 ！,无线 激光 打印机 兄弟 牌 可以 复印 ， 扫描 ！,[],[3],[3_4],[7_9],[7_9]
PIT_43,使用 至今 没有 任何 事故 记录 ， clean title 。,使用 至今 没有 任何 事故 记录 ， 干净 标题 。,[],[7_8_9],[7_8_9],[6_9],[6_9]
PIT_44,写 paper 写 作业 必备 。,写 文章 写 作业 必备 。,[],[1],[1],[5],[5]
PIT_49,小 电风扇 已 出 ， 屏风 on hold,小 电风扇 已 出 ， 屏风 待出,[],[6_7],[6],[4],[4]
PIT_50,hello 你 可以 直接 微 信 我 ， 我 发给 你 吗 ？,你 好 你 可以 直接 微 信 我 ， 我 发给 你 吗 ？,[],[0],[1],[7_12],[8_13]
PIT_52,本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 dealer 店 定期 保养 ， 车况 好 。,本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 卖家 店 定期 保养 ， 车况 好 。,[],[15],[15],[5_19_22],[5_19_22]
PIT_55,宜家 立柜 / 书柜 ( like new ) : $25 ( multiple available ),宜家 立柜 / 书柜 ( 半新 ) : $25 ( 多个 可得 ),[],[5_6_7_8_9_10_11_12_13],[5_6_7_8_9_10_11_12],[2_4_7_8_10_13],[2_4_6_7_8_9_12]
PIT_58,以上 queen size 已 出 啦,以上 大号 尺寸 的 已 出 啦,[],[1_2],[1_2_3],,
PIT_60,求购 bread toaster 一 个 ！,求购 烤面 包机 一 个 ！,[],[1_2],[1_2],[5],[5]
PIT_61,cloth horse 是 啥 啊 楼 主,晾衣 架 是 啥 啊 楼 主,[],[0_1],[0_1],,
PIT_62,可以 暂时 用 国内 的 驾照 开 ， 不过 最好 是 考 learner permit 。,可以 暂时 用 国内 的 驾照 开 ， 不过 最好 是 考 学习者 许可证 。,[],[12_13_14],[12_13_14],[7_14],[7_14]
PIT_63,平时 都 很 爱惜 车子 经常 保养 车主 不 吸烟 clean title 可 送 aux 线 手机 支架,平时 都 很 爱惜 车子 经常 保养 车主 不 吸烟 干净 标题 可 送 辅助 接口 线 手机 支架,[],[10_11_14],[10_11_14_15],,
PIT_64,因 relocate 需要 ， 出手 小车 ~,因 搬家 需要 ， 出手 小车 ~,[],[1],[1],[3_6],[3_6]
PIT_67,物品 condition 大部分 excellent to like new .,物品 状态 大部分 完美 到 较 新 。,[],[1_3_4_5_6_7],[1_3_4_5_6_7],[7],[7]
PIT_68,带 三 档 fan control ，,带 三 档 风扇 控制 ，,[],[3_4_5],[3_4_5],[5],[5]
PIT_69,front ， top ， bottom 都 有 dust filter ，,前面 ， 上面 ， 下面 都 有 粉尘 过滤器 ，,[],[0_1_2_3_4_7_8_9],[0_1_2_3_4_7_8_9],[1_3_9],[1_3_9]
PIT_70,出售 二手 full size 床 ！,出售 二手 全尺寸 大小 的 床 ！,[],[2_3],[2_3_4],[5],[6]
PIT_71,对 您 的 tv stand 感兴趣 ， 请 提供 联系 方式 ， 我 的 联系 电话 pn-3 （ 杨 ） ， 谢谢 ！,对 您 的 电视 站 脚 感兴趣 ， 请 提供 联系 方式 ， 我 的 联系 电话 pn-3 （ 杨 ） ， 谢谢 ！,[],[3_4],[3_4_5],[6_11_16_17_19_20_22],[7_12_17_18_20_21_23]
PIT_72,包含 ： 电 吉他 ， 音箱 ， cable ， 输入 3 .,包含 ： 电 吉他 ， 音箱 ， 线 ， 输入 3 。,[],[7_8],[7_8_10_11],[1_4_6_8_11],[1_4_6_8_11]
PIT_75,这 是 amazon 的 link,这 是 亚马逊 的 链接,[],[2_4],[2_4],,
PIT_77,小区 环境 非常 幽静 ： 有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静 ： 有 多 处 操场 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,[],[8],[8],[4_11_16_19],[4_11_16_19]
PIT_78,今天 刚 做 的 inspection ， 去年 做 过 alignment ， 轮胎 刚 用 一 年 多 ， 很 新 。,今天 刚 做 的 检查 ， 去年 做 过 校准 ， 轮胎 刚 用 一 年 多 ， 很 新 。,[],[4_5_9_10],[4_5_9_10],[5_10_17_20],[5_10_17_20]
PIT_79,正 值 壮年 ， 因为 是 timing chain 所以 不用 担心 timing belt 问题 。,正 值 壮年 ， 因为 是 时间链 所以 不用 担心 同 步带 问题 。,[],[6_7_11_12],[6_10_11],[3_14],[3_13]
PIT_82,ask for$19500 （ 可 小刀 ）,需要 $ 19500 （ 可 小刀 ）,[],[0_1_2],[0_1_2_3],[2_5],[1_3_6]
PIT_86,盒子 里 本身 两 个 游戏 ， 再 多 送 两 个 游戏 ， 很 适合 party 的 时候 大家 一起 玩 。,盒子 里 本身 两 个 游戏 ， 再 多 送 两 个 游戏 ， 很 适合 聚会 的 时候 大家 一起 玩 。,[],[16],[16],[6_13_22],[6_13_22]
PIT_87,小朋友 不到 一 岁 就 换 了 convertible car seat ， 这个 在家 闲置 了 几 个 月 了 。,小朋友 不到 一 岁 就 换了 可转 换式 汽车 座椅 ， 这个 在家 闲置 了 几 个 月 了 。,[],[7_8_9_10],[5_6_7_8_9_10],[10_19],[10_19]
PIT_88,king size 的,超大 号的,[],[0_1],[0_1],,
PIT_89,clean title ， 从未 有 过 任何 事故 ， 车况 良好 ， 性能 稳定 ， 并 有 其他 附件 赠送 。,干净 标题 ， 从未 有 过 任何 事故 ， 车况 良好 ， 性能 稳定 ， 并 有 其他 附件 赠送 。,[],[0_1_2],[0_1_2],[2_8_11_14_20],[2_8_11_14_20]
PIT_90,两 个 car seater 都 出 了 ， 谢谢 关注 ！,两 个 汽车 座椅 都 出 了 ， 谢谢 关注 ！,[],[2_3],[2_3],[7_10],[7_10]
PIT_91,room essentials 风扇 。,房 需 牌 风扇 。,[],[0_1],[0_1_2],[3],[4]
PIT_92,modem 和 wireless router 套餐 。,调制 解调器 和 无线 路由器 套餐 。,[],[0_2_3],[0_1_3_4],[5],[6]
PIT_94,发动机 强劲 smooth ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题 。,发动机 强劲 平稳 ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题 。,[],[2_3],[2_3],[3_6_9_14],[3_6_9_14]
PIT_97,转让 玻璃 茶几 ， 包括 一 个 coffee table 和 两 个 side tables 。,转让 玻璃 茶几 ， 包括 一 个 咖啡 桌 和 两 个 茶几 。,[],[7_8_12_13_14],[7_8],[3_14],[3_13]
PIT_98,一 个 night stand ， 一 个 小 书桌 免费 赠送 。,一 个 床头柜 ， 一 个 小 书桌 免费 赠送 。,[],[2_3_4],[2_3],[4_11],[3_10]
PIT_100,我 刚刚 仔细 看 了 一下 空调 的 介绍 ， 这个 空调 好像 不 适合 standard window ， 如果 给 大家 造成 误导 ， 十分 抱歉 。,我 刚刚 仔细 看 了 一下 空调 的 介绍 ， 这个 空调 好像 不 适合 标准 窗 ， 如果 给 大家 造成 误导 ， 十分 抱歉 。,[],[15_16_17],[15_16_17],[9_17_23_26],[9_17_23_26]
PIT_101,地址 ： near frick park,地址 ： 近 弗里克 公园,[],[2_3_4],[2_3_4],[1],[1]
PIT_102,thx 已 出,谢谢 已 出,[],[0],[0],,
PIT_103,利用 closet 下方 空间 的 整理 架 免费,利用 衣橱 下方 空间 的 整理 架 免费,[],[1],[1],,
PIT_105,或者 请 查看 word 附件 ～,或者 请 查看 文档 附件 ～,[],[3],[3],[5],[5]
PIT_107,每 三千 迈 用 最 好 的 mobil-1 synthetic oil 细心 保养,每 三千 迈 用 最 好 的 汽车 一 号 合成 油 细心 保养,[],[8_9],[7_8_9_10_11],,
PIT_108,仅 后面 bumper 和 左 后 车门 有 少许 dents,仅 后面 保险杠 和 左 后 车门 有 少许 凹痕,[],[2_9],[2_9],,
PIT_110,免费 的 桌子 ， baby seat ， high chair ， queen size mattress and box .,免费 的 桌子 ， 婴儿 座椅 ， 高 脚凳 ， 大号 席梦思 和 盒子 。,[],[4_5_6_7_8_9_10_11_12_13_14_15],[4_5_6_7_8_9_10_11_12_13_14],[3_6_9_15],[3_6_9_14]
PIT_111,八月 初 到 匹兹堡 ， 需要 一 张 queen size 的 床 ， 桌子 ， 椅子 各 种 家具,八月 初 到 匹兹堡 ， 需要 一 张 大号 的 床 ， 桌子 ， 椅子 各 种 家具,[],[8_9],[8],[4_12_14],[4_11_13]
PIT_118,你 转账 后 ， 我 给 你 完整 的 report .,你 转账 后 ， 我 给 你 完整 的 报告 。,[],[9_10],[9_10],[3_10],[3_10]
PIT_119,queen size 睡 两 人 很 宽敞 ， 舒服 ！,大号 床 睡 两 人 很 宽敞 ， 舒服 ！,[],[0_1],[0_1],[7_9],[7_9]
PIT_123,白板 [ size = 14 .,白板 [ 大小 = 14 。,[],[2_3_4_5],[2_3_4_5],[1_3_5],[1_3_5]
PIT_124,可以 支撑 起来 看 视频 的 case,可以 支撑 起来 看 视频 的 外壳,[],[6],[6],,
PIT_127,dish dryer : 有 专门 可以 放 筷子 的 地方 。,晾碗 框 : 有 专门 可以 放 筷子 的 地方 。,[],[0_1_2],[0_1_2],[2_10],[2_10]
PIT_129,所有 保养 ， inspection ， 换 轮胎 全 都 是 在 奔驰 dealer 做 的 。,所有 保养 ， 检查 ， 换 轮胎 全 都 是 在 奔驰 卖家 做 的 。,[],[3_4_12],[3_4_12],[2_4_15],[2_4_15]
PIT_130,半 年 前 换 了 四 个 break rotors ， 和 两 个 front breaks ，,半 年 前 换 了 四 个 刹车 转子 ， 和 两 个 前刹 ，,[],[7_8_9_13_14_15],[7_8_9_13_14],[9_15],[9_14]
PIT_131,最好 在 centre ， market district giant eagle 附近 。,最 好在 中大 老鹰 超 市区 附近 。,[],[2_3_4_5_6_7],[0_1_2_3_4_5],[3_9],[7]
PIT_132,需要 自己 来 pick up ， 谢谢 ！,需要 自己 来 拿 ， 谢谢 ！,[],[3_4_5],[3_4],[5_7],[4_6]
PIT_134,电话 ： 412-六五二－6177 （ 最好 message ）,电话 ： 412-六五二－6177 （ 最好 短信 ）,[],[5_6],[5_6],[1_3_6],[1_2_3_6]
PIT_135,顶上 的 mic 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，,顶上 的 麦克风 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，,[],[2],[2],[7_15],[7_15]
PIT_136,一 个 厚 被子 ， queen size 。,一 个 厚 被子 ， 大号 的 。,[],[5_6_7],[5_6_7],[4_7],[4_7]
PIT_137,搅拌机 ， $5--- sold,搅拌机 ， $5--- 已 出售,[],[3],[3_4],[1],[1_2]
PIT_139,wireless chiclet-style keyboard ， optical mouse ， 赠送 键盘 和 鼠标 ；,无线 的 方块 键盘 ， 光学 鼠标 ， 赠送 键盘 和 鼠标 ；,[],[0_1_2_3_4_5_6],[0_1_2_5],[3_6_11],[4_7_12]
PIT_141,显卡 ： integrated ;,显卡 ： 集成 ;,[],[2_3],[2_3],[1_3],[1_3]
PIT_143,今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,今天 随手 一 试 发现 代码 能用 ， 真是 意外 惊喜 。,[],[5],[5],[7_11],[7_11]
PIT_153,best buy 的 电视 deal 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,百 思 买 的 电视 促销 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,[],[0_1_4],[0_1_2_5],[12_19],[13_20]
PIT_158,差不多 算是 全新 的 了 ， 适合 full-size stove 的 公寓 或 house 使用 。,差不多 算是 全新 的 了 ， 适合 带 全 壁炉 的 公寓 或 独 栋 住宅 使用 。,[],[8_12],[7_8_9_13_14_15],[5_14],[5_17]
PIT_164,update : 依然 有效 ， 现在 $ 25 .,更新 : 依然 有效 ， 现在 $ 25 。,[],[0_1],[0_1_7_8],[1_4_6_8],[1_4_6_8]
PIT_167,平时 用 的 很 仔细 ， condition 很好 。,平时 用 的 很 仔细 ， 状态 很 好 。,[],[6],[6_8_9],[5_8],[5_9]
PIT_168,感兴趣 的 请 email 至 em@9,感兴趣 的 请 发电子 邮件 至 em@9,[],[3],[3_4],[5],[6]
PIT_169,hello ， 大家 好,嘿 ， 大家 好,[],[0_1],[0_1],[1],[1]
PIT_170,轻薄 便捷 ， usb 连接,轻薄 便捷 ， 通用 串行 总线 连接,[],[3],[3_4_5],[2],[2]
PIT_173,仍然 available :,仍然 有效 :,[],[1_2],[1_2],[2],[2]
PIT_175,选择 standard shipping 即 可 免 运费 。,选择 标准 运送 即可 免 运费 。,[],[1_2],[1_2_3],[7],[6]
PIT_177,成色 不错 啊 ， 是 clean title 吗,成色 不错 啊 ， 是 干净 标题 吗,[],[5_6],[5_6],[3],[3]
PIT_178,一 个 是 独立 房 ， 一 个 是 condo .,一 个 是 独立 房 ， 一 个 是 公寓 。,[],[9_10],[9_10],[5_10],[5_10]
PIT_179,utility : 自理 （ 约 70-100 / 月 ）,水电气 : 自理 （ 约 70-100 / 月 ）,[],[0_1],[0_1],[1_3_6_8],[1_3_5_6_8]
PIT_180,个人 平时 比较 宅 ， 不 开 party 。,个人 平时 比较 宅 ， 不 开 聚会 。,[],[7_8],[7_8],[4_8],[4_8]
PIT_181,有意 请 email 至 em@10,有意 请 发电子 邮件 至 em@10,[],[2],[2_3],[4],[5]
PIT_182,啊 不 好意思 我 已经 update 了 联系 方式 了,啊 不 好意思 我 已经 更新 了 联系 方式 了,[],[5],[5],,
PIT_183,现在 还 available,现在 还 有效,[],[2],[2],,
PIT_187,精装 修 、 家具 全 、 free 无线 上网 !,精装 修 、 家具 全 、 免费 无线 上网 !,[],[6],[6],[2_5_9],[2_5_9]
PIT_189,精装 修 家具 全 free 无线 上网 !,精装 修 家具 全 免费 无线 上网 !,[],[4],[4],[7],[7]
PIT_191,环境 ： 住宅 街区 ， street parking 。,环境 ： 住宅 街区 ， 提供 路边 停车 。,[],[5_6_7],[5_6_7_8],[1_4_7],[1_4_8]
PIT_192,房型 ： house,房型 ： 大 独 栋 住宅,[],[2],[2_3_4_5],[1],[1]
PIT_193,欢迎 email 咨询,欢迎 电子 邮件 咨询,[],[1],[1_2],,
PIT_194,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 。,[],[2_9_10],[2_9_10],[6_10],[6_10]
PIT_196,house 一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 share 卫生间 。,住宅 一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 共 享 卫生间 。,[],[0_14],[0_14_15],[16],[17]
PIT_197,四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,四 个 房间 租金 分别 为 390，420，460，490 美 刀 / 月 。,[],[7_8],[7_8_9],[8_10],[6_9_11]
PIT_200,有 pet 可以 商量,有 宠物 可以 商量,[],[1],[1],,
PIT_201,欢迎 email 联系 咨询 。,欢迎 电子 邮件 联系 咨询 。,[],[1],[1_2],[4],[5]
PIT_202,( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 google drive 的 link 观看 照片 ， 谢谢 ！,( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 谷歌 云 盘 的 链接 观看 照片 ， 谢谢 ！,[],[0_20_21_23],[0_20_21_22_24],[0_16_26_28],[0_16_27_29]
PIT_205,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11,[],[6],[6_7],[3_8],[3_9]
PIT_206,house 共 两 个 卧室 ， 一 个 阁楼 。,住宅 共 两 个 卧室 ， 一 个 阁楼 。,[],[0],[0],[5_9],[5_9]
PIT_207,阁楼 有 一 个 living room 和 一 个 bedroom 。,阁楼 有 一 个 客厅 和 一 个 卧室 。,[],[4_5_9_10],[4_8_9],[10],[9]
PIT_208,house 厨房 ， 厕所 宽敞 明亮 。,住宅 厨房 ， 厕所 宽敞 明亮 。,[],[0],[0],[2_6],[2_6]
PIT_209,本人 男 ， 今年 去 pitt 读 master ， 8 .,本人 男 ， 今年 去 匹兹堡 大学 读 硕士 ， 8 。,[],[5_7_8_9_10],[5_6_8_9_10_11],[2_8_10],[2_9_11]
PIT_211,要求 ： security deposit ， 爱 干净,要求 ： 保证金 ， 爱 干净,[],[2_3_4],[2_3],[1_4],[1_3]
PIT_212,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle,小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡 车,[],[10],[10_11],[7],[7]
