SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,CodeSwitch2,CodeSwitch3,CodeSwitch4
2050,小区 及 房子 概况 请 点击 头像 看 picture,1,picture,,,
2051,去 匹兹堡 的 outlets,1,outlets,,,
2052,即 grove city premium outlets 需要 两 个 位子 当天 来回,1,grove city premium outlets,,,
2053,是 四 人间 apartment 其中 一 间,1,apartment,,,
2054,与 office 直接 签,1,office,,,
2055,离 campus 和 downtown 非常 近,2,campus,downtown,,
2056,物业 提供 bus pass,1,bus pass,,,
2057,以及 my thai,1,my thai,,,
2058,水电 暖 网 cable 等等 都 包括 在 里面,1,cable,,,
2059,这 套 房间 的 右边 就 是 这 一 楼 的 laundry room,1,laundry room,,,
2060,如果 您 有心 想 签 这个 lease,1,lease,,,
2061,可以 联系 我 karen,1,karen,,,
2062,html 价钱 可 议 有意 请 联系,1,html,,,
2063,你 是 不 是 还在 为 summer 找 不 到 房子 而 发愁,1,summer,,,
2064,来 blue course commons,1,blue course commons,,,
2065,请 留 email 图片 发 你 邮箱,1,email,,,
2066,什么 size 的 床,1,size,,,
2067,照片 你 参考 google 相册 里面 的,1,google,,,
2068,房间 挺 大 的 厕所 都 在 房间 里 queen size 的 床 所有 家具 齐全 家 门口 有 公交 车站 n,2,queen size,n,,
2069,房租 可以 商议 email,1,email,,,
2070,com 进行 进一步 联系,1,com,,,
2071,步行 三 分 钟离 texas 和 红 龙虾 步行 十五 分钟 东方 超市 步行 二十 分钟 旁边 还 有 tj,2,texas,tj,,
2072,apple bee 生活 超级 方便,1,apple bee,,,
2073,还有 club house,1,club house,,,
2074,park crest 小区 二 人间,1,park crest,,,
2075,人 很 nice 很 好 相处,1,nice,,,
2076,本人 男 phd,1,phd,,,
2077,美国 公司 目前 拥有 los angeles,1,los angeles,,,
2078,good condition 报价,1,good condition,,,
2079,下 周五 从 村 出发 到 boston,1,boston,,,
2080,the pointe 独立 卫生间 和 独立 卧室,1,the pointe,,,
2081,不 是 furnished,1,furnished,,,
2082,group lease 可以 优惠,1,group lease,,,
2083,出门 一 分钟 有 bus n,1,bus n,,,
2084,ne 到 学校 所有 家具 齐全 拎包 入住 房租 可 商量 email,2,ne,email,,
2085,去 dealer 那里 就 不 划算 了,1,dealer,,,
2086,去 做 inspection 的 时候,1,inspection,,,
2087,是 做 mechanical inspection,1,mechanical inspection,,,
2088,公交 直达 giant 超市,1,giant,,,
2089,去 超市 giant,1,giant,,,
2090,现 转手 优质 lion,1,lion,,,
2091,我 可以 cover,1,cover,,,
2092,你 需要 的 所有 超市 都 在 bus 线上,1,bus,,,
2093,best buy 等,1,best buy,,,
2094,离 club house,1,club house,,,
2095,bus 站 都 很 近,1,bus,,,
2096,有 阳台 采光 充足 床 都 是 queen size,1,queen size,,,
2097,best buy 等,1,best buy,,,
2098,best buy 等,1,best buy,,,
2099,都 是 walking distance,1,walking distance,,,
2100,是 两 个 人 share 卫生间,1,share,,,
2101,office 人 很 好,1,office,,,
2102,是 两 个 人 share 卫生间,1,share,,,
2103,office 人 很 好,1,office,,,
2104,价格 可以 查询 ebay,1,ebay,,,
2105,从 jfk 机场 回 state college,2,jfk,state college,,
2106,the pointe 四 人间 其中 的 一 间,1,the pointe,,,
2107,pointe 小区 离 wal,2,pointe,wal,,
2108,parking 需 另 加,1,parking,,,
2109,包 水电 暖 以及 bus pass,1,bus pass,,,
2110,房间 内 附 一 张 queen size 床,1,queen size,,,
2111,parking 需 另 加,1,parking,,,
2112,包 水电 暖 以及 bus pass,1,bus pass,,,
2113,房间 内 附 一 张 queen size 床,1,queen size,,,
2114,二 个 bedroom,1,bedroom,,,
2115,一 个 fall bathroom,1,fall bathroom,,,
2116,三 个 bedroom,1,bedroom,,,
2117,一 个 full bathroom,1,full bathroom,,,
2118,一 个 half bathroom,1,half bathroom,,,
2119,penn state 的 工作 人员,1,penn state,,,
2120,apartment 一 室 一 厅,1,apartment,,,
2121,我 在 做 一 个 project 需要 interview 一 个 interpreter,3,project,interview,interpreter,
2122,非常 感谢 email,1,email,,,
2123,是 与 office 直接 签 lease,2,office,lease,,
2124,网 和 cable 是 由 我 付 的,1,cable,,,
2125,不 喜欢 drama,1,drama,,,
2126,要去 downtown 卖 自行车 的 那里 补,1,downtown,,,
2127,出售 genesis 一 辆,1,genesis,,,
2128,有 兴趣 的 欢迎 email,1,email,,,
2129,apartment 总 租金 是,1,apartment,,,
2130,平时 安静 不 party,1,party,,,
2131,phd 或 master 学生,2,phd,master,,
2132,房间 内 包含 queen size 床,1,queen size,,,
2133,签 一 年 lease,1,lease,,,
2134,小区 提供 bus pass,1,bus pass,,,
2135,nv 和 vn 线 配套 设施,2,nv,vn,,
2136,药店 rite aid,1,rite aid,,,
2137,二 手 商品 店 goodwill,1,goodwill,,,
2138,提供 小孩 的 summer camp 和 after school 照看,2,summer camp,after school,,
2139,可 上 公立 小学 easterly parkway,1,easterly parkway,,,
2140,小区 后面 一 墙 之 隔 就是 本地 重点 high school,1,high school,,,
2141,非常 的 nice,1,nice,,,
2142,park forest apartment 是 村里 性价比 极 高 的 小区,1,park forest apartment,,,
2143,park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区,2,park forest apartment,pet friendly,,
2144,这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生,1,penn state,,,
2145,一直 没 弄 明白 bbs 怎么 发 图片,1,bbs,,,
2146,还有 包括 fuji,1,fuji,,,
2147,我 最近 出 了 一 款 app,1,app,,,
2148,你 每 在 我 这 post 一 份 笔记,1,post,,,
2149,如果 你 能 post 几 门 课 的 笔记,1,post,,,
2150,可以 email 联系,1,email,,,
2151,公路 车 preferred,1,preferred,,,
2152,阳台 和 客厅 都 能 晒 到 太阳 具体 图片 可以 看 http,1,http,,,
2153,愿意 提供 相应 的 ride 费用,1,ride,,,
2154,带 两 瓶 gas,1,gas,,,
2155,接受 fall semester,1,fall semester,,,
2156,药店 rite aid,1,rite aid,,,
2157,二 手 商品 店 goodwill,1,goodwill,,,
2158,可 提供 vin 报告,1,vin,,,
2159,房子 为 两 层 联 排 house,1,house,,,
2160,人 都 很 nice,1,nice,,,
2161,leasing office 会 帮忙 收 快递,1,leasing office,,,
2162,靠近 leasing office,1,leasing office,,,
2163,有 v ve vn 等,1,v ve vn,,,
2164,小区 包 不 bus pass,1,bus pass,,,
2165,lease 会 与 房东 重新 签,1,lease,,,
2166,小区 在 state college 北边,1,state college,,,
2167,com 提供 房间 照片,1,com,,,
2168,lease 会 与 房东 重新 签,1,lease,,,
2169,sharing 房间 照片,1,sharing,,,
2170,转让 ride pass,1,ride pass,,,
2171,我 特意 说 了 挡住 student id 上 的 号码,1,student id,,,
2172,还 有 一 个 很 大 的 walk,1,walk,,,
2173,可以 坐在 club house 等 车 来,1,club house,,,
2174,club house 还 会 经常 有 免费 的 食物 和 其他 活动,1,club house,,,
2175,ve 和 vn,2,ve,vn,,
2176,giant 和 东方 超市,1,giant,,,
2177,edu 如果 有 兴趣,1,edu,,,
2178,asian friendly 地址,1,asian friendly,,,
2179,park forest apartment 是 村里 性价比 极 高 的 小区,1,park forest apartment,,,
2180,park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区,2,park forest apartment,pet friendly,,
2181,这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生,1,penn state,,,
2182,车 还 在 warranty 期内,1,warranty,,,
2183,车 是 manual transmission 的,1,manual transmission,,,
2184,所以 继续 卖 车 ing,1,ing,,,
2185,亦可 乘坐 直接 开进 小区 里面 的 school bus,1,school bus,,,
2186,房子 紧邻 high school,1,high school,,,
2187,药店 rite aid,1,rite aid,,,
2188,二 手 商品 店 goodwill,1,goodwill,,,
2189,提供 小孩 的 summer camp 和 after school 照看,2,summer camp,after school,,
2190,可 上 公立 小学 easterly parkway,1,easterly parkway,,,
2191,小区 后面 一 墙 之 隔 就是 本地 重点 high school,1,high school,,,
2192,lease 结束 还 可以 与 物业 续签 合同,1,lease,,,
2193,the park 的 所有 公寓 都 是 full furnished,2,the park,full furnished,,
2194,we 或者 走到 shell 旁边 坐 v,3,we,shell,v,
2195,the park 离 giant 和 东方 超市 都 非常 近,2,the park,giant,,
2196,本人 今年 夏天 毕业 所以 去年 签 的 lease 就 没法 用 了,1,lease,,,
2197,the park 都 是 可以 帮忙 安排 的,1,the park,,,
2198,所有 的 文件 将 由 the park 发出,1,the park,,,
2199,所有 的 lease 都 是 自己 付 自己 的 房间,1,lease,,,
2200,入住 前 office 会 让 每个 人 都 填 一 份 matching form,2,office,matching form,,
2201,the park 虽然 在 村里 租金 偏 贵,1,the park,,,
2202,但是 其 住宿 条件 和 location 都 是 非常 好 的,1,location,,,
2203,如果 是 真的 有 诚意 从 今年 八月 到 明年 八月 都 take 这个 lease,2,take,lease,,
2204,带 bus pass,1,bus pass,,,
2205,平时 安静 没有 party,1,party,,,
2206,com 注明 租房 电话,1,com,,,
2207,n w ne we v g a 车站 都 在 附近 购物,1,n w ne we v g a,,,
2208,另外 有 大 的 backyard,1,backyard,,,
2209,特此 短 租 the pointe 房间,1,the pointe,,,
2210,小区 及 房屋 情况 具体 可 参考 官 网 www,1,www,,,
2211,想 租 heights,1,heights,,,
2212,heights 四 人间,1,heights,,,
2213,离 bus 站 特别 近,1,bus,,,
2214,vn 和 nv,2,vn,nv,,
2215,com 谢谢 啦,1,com,,,
2216,mart 等 三 个 大 超市,1,mart,,,
2217,地理 位置 park forest,1,park forest,,,
2218,apartment 小区 是 距离 penn state,2,apartment,penn state,,
2219,university 比较 近 的 小区,1,university,,,
2220,属于 state college 性价比 很 高 的 小区 之一,1,state college,,,
2221,state college 冬天 冷,1,state college,,,
2222,n 和 ne 线,2,n,ne,,
2223,上学 小学 是 很 不错 的 park,1,park,,,
2224,去 boston 了,1,boston,,,
2225,full size 床,1,full size,,,
2226,一 层 车库 和 family room,1,family room,,,
2227,二 楼 living room,1,living room,,,
2228,右 舍 university park,1,university park,,,
2229,有 多 条 hiking 线路,1,hiking,,,
2230,ve 和 vn,2,ve,vn,,
2231,giant 和 东方 超市,1,giant,,,
2232,零食 店 trader joe,1,trader joe,,,
2233,以及 ups 邮寄 都 十分 方便,1,ups,,,
2234,amazon 买好 家具,1,amazon,,,
2235,房子 后面 有 个 deck,1,deck,,,
2236,有 兴趣 可 联系 email,1,email,,,
2237,最 好在 shuttle 的 线上,1,shuttle,,,
2238,我 也 想 找 fall 一 个 学期 的,1,fall,,,
2239,imperial towers 的 评价 是 村里 数一数二 的 好,1,imperial towers,,,
2240,一 位 男 phd,1,phd,,,
2241,无 party 不 扰民,1,party,,,
2242,觉得 可以 做 下 greyhound,1,greyhound,,,
2243,暂定 去 delaware beach,1,delaware beach,,,
2244,直接 与 物业 签 lease,1,lease,,,
2245,房屋 结构 请 参考 http,1,http,,,
2246,是 expended cable,1,expended cable,,,
2247,从 jfk 机场 回 state college,2,jfk,state college,,
2248,一直 没 弄 明白 bbs 怎么 发 图片,1,bbs,,,
2249,一直 没 弄 明白 bbs 怎么 发 图片,1,bbs,,,
2250,一直 没 弄 明白 bbs 怎么 发 图片,1,bbs,,,
2251,白天 从 村 开车 出发 前往 boston,1,boston,,,
2252,我 给 lion,1,lion,,,
2253,s gate 和 executive house 打 电话,2,s gate,executive house,,
2254,park forest apartment 是 村里 性价比 极 高 的 小区,1,park forest apartment,,,
2255,park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区,2,park forest apartment,pet friendly,,
2256,这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生,1,penn state,,,
2257,park forest apartment 一 室 一 厅,1,park forest apartment,,,
2258,备注 family plan,1,family plan,,,
2259,pointe 房子 很 好,1,pointe,,,
2260,可以 加 我 微 信 hello,1,hello,,,
2261,本田 accord 是,1,accord,,,
2262,house 离 giant store,2,house,giant store,,
2263,可 与 office 签订 合同,1,office,,,
2264,apartment 总 租金 是,1,apartment,,,
2265,平时 安静 不 party,1,party,,,
2266,phd 或 master 学生,2,phd,master,,
2267,虽然 是 一 年 的 lease,1,lease,,,
2268,good condition 报价,1,good condition,,,
2269,full size 床,1,full size,,,
2270,一 层 车库 和 family room,1,family room,,,
2271,二 楼 living room,1,living room,,,
2272,右 舍 university park,1,university park,,,
2273,有 多 条 hiking 线路,1,hiking,,,
2274,请 问 hershey medical center 附近 哪里 有 修 自行车 的 地方,1,hershey medical center,,,
2275,因为 我 没有 car,1,car,,,
2276,几乎 是 mission impossible,1,mission impossible,,,
2277,一 份 report,1,report,,,
2278,或 licence plate,1,licence plate,,,
2279,如果 是 一 辆 clean title,1,clean title,,,
2280,owner 代表 了 只有 过 一 任 车主,1,owner,,,
2281,local 也 就 是 城市 里 开 的 还是 少数,1,local,,,
2282,那 就 要 让 mechanic 好好 检查 一下 了 这里 需要 注意 的 是 clean title 指 车 没有 出 过 重大 事故,2,mechanic,clean title,,
2283,都 是 有 accident,1,accident,,,
2284,一般 来 说 moderate accident 以上 的 就是 比较 严重 的 了,1,moderate accident,,,
2285,需要 发给 我 vin,1,vin,,,
2286,更多 信息 参考 http,1,http,,,
2287,park crest terrace 地点,1,park crest terrace,,,
2288,学校 北面 north atherton 上 giant 超市 对面,2,north atherton,giant,,
2289,因为 要 重新 签 lease,1,lease,,,
2290,在 小区 办 停车 的 permit 就 好 家具,1,permit,,,
2291,签 lease 前 需要 经过 申请 环节,1,lease,,,
2292,应该 说 是 有点 trivial 的,1,trivial,,,
2293,graduate school 第三 年,1,graduate school,,,
2294,总之 具体 都 可以 见面 了解 lease 开始 时间,1,lease,,,
2295,因为 是 deluxe 所以 家具 好 一些,1,deluxe,,,
2296,提供 bus pass,1,bus pass,,,
2297,都 很 nice,1,nice,,,
2298,forest apartment 小区 是 state,2,forest apartment,state,,
2299,college 很 优质 的 小区 之一,1,college,,,
2300,小学 是 很 不错 的 park forest elementary school,1,park forest elementary school,,,
2301,我 的 房间 在 blue course commons,1,blue course commons,,,
2302,month 可以 商量,1,month,,,
2303,garden 的 parking 是 不 限 车辆 数量 全 免费,2,garden,parking,,
2304,如果 举行 party,1,party,,,
2305,小孩 的 play ground,1,play ground,,,
2306,park forest apartment 是 村里 性价比 极 高 的 小区,1,park forest apartment,,,
2307,park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区,2,park forest apartment,pet friendly,,
2308,这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生,1,penn state,,,
2309,com 提供 房间 照片,1,com,,,
2310,queen size 床,1,queen size,,,
2311,sharing 有意 联系 电话,1,sharing,,,
2312,gps 免费 赠送,1,gps,,,
2313,有 去 new york,1,new york,,,
2314,费城 的 求 ride,1,ride,,,
2315,可 google 地图 了解 该 位置,1,google,,,
2316,药店 rite aid,1,rite aid,,,
2317,二 手 商品 店 goodwill,1,goodwill,,,
2318,提供 小孩 的 summer camp 和 after school 照看,2,summer camp,after school,,
2319,可 上 公立 小学 easterly parkway,1,easterly parkway,,,
2320,小区 后面 一 墙 之 隔 就是 本地 重点 high school,1,high school,,,
2321,lease 结束 还 可以 与 物业 续签 合同,1,lease,,,
2322,房型 是 efficiency,1,efficiency,,,
2323,离 bus station 走路 只 用 不到 一 分钟,1,bus station,,,
2324,bus 有 v,2,bus,v,,
2325,house 是 独立 的,1,house,,,
2326,房子 前面 的 parking area 也 很 大,1,parking area,,,
2327,对于 一 栋 独立 的 house 来说 绝对 划算,1,house,,,
2328,shelf bookcase 等等,1,shelf bookcase,,,
2329,park crest 小区 的 地理 位置 非常 好,1,park crest,,,
2330,旁边 就 是 giant,1,giant,,,
2331,人 非常 nice,1,nice,,,
2332,park crest 的 公寓 性价比 真的 非常 高,1,park crest,,,
2333,ve 和 vn,2,ve,vn,,
2334,ve 和 vn,2,ve,vn,,
2335,giant 和 东方 超市,1,giant,,,
2336,和 我 share 卫生间,1,share,,,
2337,可 提供 vin 报告,1,vin,,,
2338,有 ride 话,1,ride,,,
2339,不 需要 permit,1,permit,,,
2340,求 四月 初 到 芝加哥 的 ride,1,ride,,,
2341,可以 看 amazon 上 prime 的 电影,2,amazon,prime,,
2342,他 经常 看 pepe pig,1,pepe pig,,,
2343,star wars 什么 的,1,star wars,,,
2344,还是 每 周 一 次 的 family movie night,1,family movie night,,,
2345,rt 一 个 bedroom 或者 两 个 bedroom 都 可以,3,rt,bedroom,bedroom,
2346,两 个 人 求 ride,1,ride,,,
2347,本人 phd 秋季 入学,1,phd,,,
2348,如果 合适 也 可 考虑 直接 前 下 一 年 的 lease,1,lease,,,
2349,长 cable 线,1,cable,,,
2350,短 cable 线,1,cable,,,
2351,good condition 报价,1,good condition,,,
2352,用以 查看 图片 的 google drive 链接,1,google drive,,,
2353,dealer 高价 我们 承受,1,dealer,,,
2354,现有 single family house 新房 一 幢 四月 一日 可 入住,1,single family house,,,
2355,现有 single family house 一 幢 四月 一日 可 入住,1,single family house,,,
2356,和 你 share 的 将 会 是 一 个 性格 很 好 的 phd 姐姐,2,share,phd,,
2357,人 很 nice,1,nice,,,
2358,不 开 party,1,party,,,
2359,park crest 是 村里 众所周知 性价比 最高 的 房子,1,park crest,,,
2360,park forest apartment 是 村里 性价比 极 高 的 小区,1,park forest apartment,,,
2361,park forest apartment 是 村里 为数 不 多 的 pet friendly 的 小区,2,park forest apartment,pet friendly,,
2362,这里 住 着 很多 penn state 有 爱心 爱 动物 的 研究生,1,penn state,,,
2363,可 继续 前往 giant,1,giant,,,
2364,药店 rite aid,1,rite aid,,,
2365,二 手 商品 店 goodwill,1,goodwill,,,
2366,提供 小孩 的 summer camp 和 after school 照看,2,summer camp,after school,,
2367,小学 为 easterly,1,easterly,,,
2368,小区 后面 一路 之 隔 就 是 high school,1,high school,,,
2369,全新 with tag,1,with tag,,,
2370,me 有 兴趣 email,2,me,email,,
2371,base 因为 还有 一 年 就 要 过期 了,1,base,,,
2372,人 非常 nice,1,nice,,,
2373,在 west beaver ave,1,west beaver ave,,,
2374,去 target 步行 三 分钟,1,target,,,
2375,campus 步行 二 分钟,1,campus,,,
2376,以后 再 跟 office 沟通,1,office,,,
2377,不 开 party,1,party,,,
2378,pointe 四 人间 其中 的 一 间,1,pointe,,,
2379,pointe 小区 离 wal,2,pointe,wal,,
2380,在 stratford drive,1,stratford drive,,,
2381,以及 一 个 guest parking,1,guest parking,,,
2382,condo 超大 卧室 出租,1,condo,,,
2383,暑假 off 两 个 月,1,off,,,
2384,卧室 床 是 king size,1,king size,,,
2385,一 层 车库 和 family room,1,family room,,,
2386,二 楼 living room,1,living room,,,
2387,右 舍 university park,1,university park,,,
2388,有 多 条 hiking 线路,1,hiking,,,
